; CIE Stardard Illuminant A
;
; Adapted from the file CIE 15 Tables.xls found on the CDROM
; accompanying the CIE Colorimetry 3rd Edition Technical Report (CIE
; 15:2004) The technical report and the complete CDROM may be obtained
; from the CIE Central Bureau (Kegelgasse 27, A-1030 Vienna,
; www.cie.co.at) Table T.1. Relative spectral power distributions of CIE
; illuminants Relative spectral power distributions [S(lambda)] of CIE
; standard illuminants A and D65, as well as CIE illuminants C, D50, D55
; and D75 for wavelengths lambda = 300 nm to 780 nm at 5 nm intervals
; lambda / nm   power
300.0	0.930483
305.0	1.128210
310.0	1.357690
315.0	1.622190
320.0	1.925080
325.0	2.269800
330.0	2.659810
335.0	3.098610
340.0	3.589680
345.0	4.136480
350.0	4.742380
355.0	5.410700
360.0	6.144620
365.0	6.947200
370.0	7.821350
375.0	8.769800
380.0	9.795100
385.0	10.899600
390.0	12.085300
395.0	13.354300
400.0	14.708000
405.0	16.148000
410.0	17.675300
415.0	19.290700
420.0	20.995000
425.0	22.788300
430.0	24.670900
435.0	26.642500
440.0	28.702700
445.0	30.850800
450.0	33.085900
455.0	35.406800
460.0	37.812100
465.0	40.300200
470.0	42.869300
475.0	45.517400
480.0	48.242300
485.0	51.041800
490.0	53.913200
495.0	56.853900
500.0	59.861100
505.0	62.932000
510.0	66.063500
515.0	69.252500
520.0	72.495900
525.0	75.790300
530.0	79.132600
535.0	82.519300
540.0	85.947000
545.0	89.412400
550.0	92.912000
555.0	96.442300
560.0	100.000000
565.0	103.582000
570.0	107.184000
575.0	110.803000
580.0	114.436000
585.0	118.080000
590.0	121.731000
595.0	125.386000
600.0	129.043000
605.0	132.697000
610.0	136.346000
615.0	139.988000
620.0	143.618000
625.0	147.235000
630.0	150.836000
635.0	154.418000
640.0	157.979000
645.0	161.516000
650.0	165.028000
655.0	168.510000
660.0	171.963000
665.0	175.383000
670.0	178.769000
675.0	182.118000
680.0	185.429000
685.0	188.701000
690.0	191.931000
695.0	195.118000
700.0	198.261000
705.0	201.359000
710.0	204.409000
715.0	207.411000
720.0	210.365000
725.0	213.268000
730.0	216.120000
735.0	218.920000
740.0	221.667000
745.0	224.361000
750.0	227.000000
755.0	229.585000
760.0	232.115000
765.0	234.589000
770.0	237.008000
775.0	239.370000
780.0	241.675000
