; CIE Stardard Illuminant D65
;
; Adapted from the file CIE 15 Tables.xls found on the CDROM
; accompanying the CIE Colorimetry 3rd Edition Technical Report
; (CIE 15:2004) The technical report and the complete CDROM may
; be obtained from the CIE Central Bureau (Kegelgasse 27, A-1030
; Vienna, www.cie.co.at) Table T.1. Relative spectral power
; distributions of CIE illuminants Relative spectral power
; distributions [S(lambda)] of CIE standard illuminants A and
; D65, as well as CIE illuminants C, D50, D55 and D75 for
; wavelengths lambda = 300 nm to 780 nm at 5 nm intervals
;
; lambda / nm   power
300.0	0.034100
305.0	1.664300
310.0	3.294500
315.0	11.765200
320.0	20.236000
325.0	28.644700
330.0	37.053500
335.0	38.501100
340.0	39.948800
345.0	42.430200
350.0	44.911700
355.0	45.775000
360.0	46.638300
365.0	49.363700
370.0	52.089100
375.0	51.032300
380.0	49.975500
385.0	52.311800
390.0	54.648200
395.0	68.701500
400.0	82.754900
405.0	87.120400
410.0	91.486000
415.0	92.458900
420.0	93.431800
425.0	90.057000
430.0	86.682300
435.0	95.773600
440.0	104.865000
445.0	110.936000
450.0	117.008000
455.0	117.410000
460.0	117.812000
465.0	116.336000
470.0	114.861000
475.0	115.392000
480.0	115.923000
485.0	112.367000
490.0	108.811000
495.0	109.082000
500.0	109.354000
505.0	108.578000
510.0	107.802000
515.0	106.296000
520.0	104.790000
525.0	106.239000
530.0	107.689000
535.0	106.047000
540.0	104.405000
545.0	104.225000
550.0	104.046000
555.0	102.023000
560.0	100.000000
565.0	98.167100
570.0	96.334200
575.0	96.061100
580.0	95.788000
585.0	92.236800
590.0	88.685600
595.0	89.345900
600.0	90.006200
605.0	89.802600
610.0	89.599100
615.0	88.648900
620.0	87.698700
625.0	85.493600
630.0	83.288600
635.0	83.493900
640.0	83.699200
645.0	81.863000
650.0	80.026800
655.0	80.120700
660.0	80.214600
665.0	81.246200
670.0	82.277800
675.0	80.281000
680.0	78.284200
685.0	74.002700
690.0	69.721300
695.0	70.665200
700.0	71.609100
705.0	72.979000
710.0	74.349000
715.0	67.976500
720.0	61.604000
725.0	65.744800
730.0	69.885600
735.0	72.486300
740.0	75.087000
745.0	69.339800
750.0	63.592700
755.0	55.005400
760.0	46.418200
765.0	56.611800
770.0	66.805400
775.0	65.094100
780.0	63.382800
